"","cname","cname_year","version","year","egov_hci","wdi_litrad","undp_hdi","wdi_popurb","wvs_pmi4","wvs_pmi12","ihme_hle_0104t","who_let","wdi_gdpcappppcon2017","wdi_internet","egov_tii","rsf_pfi","wvs_confpr","wvs_conftv","bti_foe","ideavt_presvt","diat_ti","nelda_mbbe","atop_transyr","nelda_fme","p_durable","bmr_demdur","bmr_dem","bmr_dembr","bmr_demtran","gol_pest","p_polity2","ideavt_prescv","chga_demo","vdem_edcomp_thick","vdem_mecorrpt","vdem_partip","vdem_polyarchy","vdem_liberal","vdem_egal","vdem_dl_delib","cses_pc","gol_enep","gol_enep1","gol_enpres","wvs_confpp","nelda_vcdbe","bti_ci","jw_persr","cat_pais"
"78","Argentina","Argentina 2023","QoGStdTSjan24",2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Argentina"
"79","Bolivia (Plurinational State of)","Bolivia 1946","QoGStdTSjan24",1946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,10,122,0,0,0,NA,-5,NA,0,0.077,1.134,0.166,0.101,0.142,0.077,0.171,NA,NA,NA,NA,NA,NA,NA,NA,"Bolivia"
"80","Bolivia (Plurinational State of)","Bolivia 1947","QoGStdTSjan24",1947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,11,123,0,0,0,NA,-5,NA,0,0.186,1.134,0.166,0.16,0.207,0.077,0.132,NA,NA,NA,NA,NA,0,NA,NA,"Bolivia"
"81","Bolivia (Plurinational State of)","Bolivia 1948","QoGStdTSjan24",1948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,12,124,0,0,0,NA,-5,NA,0,0.21,1.134,0.12,0.171,0.207,0.067,0.132,NA,NA,NA,NA,NA,NA,NA,NA,"Bolivia"
"82","Bolivia (Plurinational State of)","Bolivia 1949","QoGStdTSjan24",1949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,13,125,0,0,0,NA,-5,NA,0,0.207,1.134,0.088,0.167,0.207,0.061,0.122,NA,NA,NA,NA,NA,NA,NA,NA,"Bolivia"
"83","Bolivia (Plurinational State of)","Bolivia 1950","QoGStdTSjan24",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,14,126,0,0,0,NA,-5,NA,0,0.207,1.134,0.088,0.166,0.207,0.062,0.122,NA,NA,NA,NA,NA,NA,NA,NA,"Bolivia"
"84","Bolivia (Plurinational State of)","Bolivia 1951","QoGStdTSjan24",1951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,15,127,0,0,0,NA,-5,NA,0,0.122,1.134,0.088,0.121,0.206,0.062,0.114,NA,NA,NA,NA,NA,1,NA,NA,"Bolivia"
"85","Bolivia (Plurinational State of)","Bolivia 1952","QoGStdTSjan24",1952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,128,0,0,0,NA,4,NA,0,0.147,1.357,0.227,0.133,0.263,0.322,0.414,NA,NA,NA,NA,NA,NA,NA,NA,"Bolivia"
"86","Bolivia (Plurinational State of)","Bolivia 1953","QoGStdTSjan24",1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,129,0,0,0,NA,4,NA,0,0.293,1.357,0.215,0.22,0.265,0.376,0.52,NA,NA,NA,NA,NA,NA,NA,NA,"Bolivia"
"87","Bolivia (Plurinational State of)","Bolivia 1954","QoGStdTSjan24",1954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,130,0,0,0,NA,4,NA,0,0.293,1.357,0.215,0.22,0.265,0.376,0.505,NA,NA,NA,NA,NA,NA,NA,NA,"Bolivia"
"88","Bolivia (Plurinational State of)","Bolivia 1955","QoGStdTSjan24",1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3,131,0,0,0,NA,4,NA,0,0.294,1.357,0.215,0.221,0.263,0.376,0.505,NA,NA,NA,NA,NA,NA,NA,NA,"Bolivia"
"89","Bolivia (Plurinational State of)","Bolivia 1956","QoGStdTSjan24",1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.04,NA,0,0,0,4,132,0,0,0,NA,4,1,0,0.33,1.357,0.215,0.246,0.265,0.385,0.489,NA,NA,NA,NA,NA,0,NA,NA,"Bolivia"
"90","Bolivia (Plurinational State of)","Bolivia 1957","QoGStdTSjan24",1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,5,133,0,0,0,NA,4,NA,0,0.363,1.357,0.215,0.27,0.269,0.385,0.47,NA,NA,NA,NA,NA,NA,NA,NA,"Bolivia"
"91","Bolivia (Plurinational State of)","Bolivia 1958","QoGStdTSjan24",1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,6,134,0,0,0,NA,4,NA,0,0.36,1.357,0.215,0.268,0.269,0.39,0.47,NA,NA,NA,NA,NA,0,NA,NA,"Bolivia"
"92","Bolivia (Plurinational State of)","Bolivia 1959","QoGStdTSjan24",1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,7,135,0,0,0,NA,4,NA,0,0.357,1.357,0.215,0.265,0.269,0.39,0.47,NA,NA,NA,NA,NA,NA,NA,NA,"Bolivia"
"93","Bolivia (Plurinational State of)","Bolivia 1960","QoGStdTSjan24",1960,NA,NA,NA,36.762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.98,NA,0,0,0,8,136,0,0,0,NA,4,1,0,0.363,1.357,0.215,0.27,0.267,0.389,0.47,NA,NA,NA,NA,NA,1,NA,NA,"Bolivia"
"94","Bolivia (Plurinational State of)","Bolivia 1961","QoGStdTSjan24",1961,NA,NA,NA,37.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,9,137,0,0,0,NA,4,NA,0,0.365,1.357,0.215,0.271,0.267,0.389,0.47,NA,NA,NA,NA,NA,NA,NA,NA,"Bolivia"
"95","Bolivia (Plurinational State of)","Bolivia 1962","QoGStdTSjan24",1962,NA,NA,NA,37.357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,10,138,0,0,0,NA,4,NA,0,0.358,1.357,0.215,0.266,0.267,0.39,0.442,NA,NA,NA,NA,NA,0,NA,NA,"Bolivia"
"96","Bolivia (Plurinational State of)","Bolivia 1963","QoGStdTSjan24",1963,NA,NA,NA,37.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,11,139,0,0,0,NA,4,NA,0,0.353,1.357,0.215,0.262,0.267,0.39,0.442,NA,NA,NA,NA,NA,NA,NA,NA,"Bolivia"
"97","Bolivia (Plurinational State of)","Bolivia 1964","QoGStdTSjan24",1964,NA,NA,NA,37.957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.91,NA,0,0,0,0,140,0,0,0,NA,-4,1,0,0.315,1.357,0.187,0.23,0.216,0.368,0.386,NA,NA,NA,NA,NA,1,NA,NA,"Bolivia"
"98","Bolivia (Plurinational State of)","Bolivia 1965","QoGStdTSjan24",1965,NA,NA,NA,38.257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,141,0,0,0,NA,-4,NA,0,0.153,1.155,0.132,0.125,0.119,0.352,0.176,NA,NA,NA,NA,NA,NA,NA,NA,"Bolivia"
"99","Bolivia (Plurinational State of)","Bolivia 1966","QoGStdTSjan24",1966,NA,NA,NA,38.559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.57,NA,0,0,0,2,142,0,0,0,NA,-4,1,0,0.2,1.155,0.127,0.138,0.093,0.352,0.097,NA,NA,NA,NA,NA,0,NA,NA,"Bolivia"
"100","Bolivia (Plurinational State of)","Bolivia 1967","QoGStdTSjan24",1967,NA,NA,NA,38.862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3,143,0,0,0,NA,-4,NA,0,0.285,1.155,0.127,0.184,0.11,0.352,0.097,NA,NA,NA,NA,NA,NA,NA,NA,"Bolivia"
"101","Bolivia (Plurinational State of)","Bolivia 1968","QoGStdTSjan24",1968,NA,NA,NA,39.166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,4,144,0,0,0,NA,-4,NA,0,0.285,1.155,0.127,0.184,0.11,0.349,0.097,NA,NA,NA,NA,NA,NA,NA,NA,"Bolivia"
"102","Bolivia (Plurinational State of)","Bolivia 1969","QoGStdTSjan24",1969,NA,NA,NA,39.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,5,145,0,0,0,NA,-4,NA,0,0.25,1.366,0.127,0.168,0.099,0.367,0.127,NA,NA,NA,NA,NA,NA,NA,NA,"Bolivia"
"103","Bolivia (Plurinational State of)","Bolivia 1970","QoGStdTSjan24",1970,NA,NA,NA,39.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,146,0,0,0,NA,-5,NA,0,0.14,1.366,0.146,0.11,0.087,0.376,0.149,NA,NA,NA,NA,NA,NA,NA,NA,"Bolivia"
"104","Bolivia (Plurinational State of)","Bolivia 1971","QoGStdTSjan24",1971,NA,NA,NA,40.082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,147,0,0,0,NA,-7,NA,0,0.137,1.366,0.131,0.1,0.045,0.376,0.051,NA,NA,NA,NA,NA,NA,NA,NA,"Bolivia"
"105","Bolivia (Plurinational State of)","Bolivia 1972","QoGStdTSjan24",1972,NA,NA,NA,40.389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,148,0,0,0,NA,-7,NA,0,0.136,1.366,0.097,0.091,0.045,0.335,0.03,NA,NA,NA,NA,NA,NA,NA,NA,"Bolivia"
"106","Bolivia (Plurinational State of)","Bolivia 1973","QoGStdTSjan24",1973,NA,NA,NA,40.696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,149,0,0,0,NA,-7,NA,0,0.136,1.366,0.097,0.091,0.045,0.335,0.03,NA,NA,NA,NA,NA,NA,NA,NA,"Bolivia"
"107","Bolivia (Plurinational State of)","Bolivia 1974","QoGStdTSjan24",1974,NA,NA,NA,41.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3,150,0,0,0,NA,-7,NA,0,0.135,1.366,0.097,0.09,0.045,0.332,0.027,NA,NA,NA,NA,NA,NA,NA,NA,"Bolivia"
"108","Bolivia (Plurinational State of)","Bolivia 1975","QoGStdTSjan24",1975,NA,NA,NA,41.314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,4,151,0,0,0,NA,-7,NA,0,0.133,1.366,0.097,0.088,0.045,0.332,0.027,NA,NA,NA,NA,NA,NA,NA,NA,"Bolivia"
"109","Bolivia (Plurinational State of)","Bolivia 1976","QoGStdTSjan24",1976,NA,63.2081489562988,NA,41.624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,5,152,0,0,0,NA,-7,NA,0,0.133,1.366,0.097,0.088,0.045,0.334,0.027,NA,NA,NA,NA,NA,NA,NA,NA,"Bolivia"
"110","Bolivia (Plurinational State of)","Bolivia 1977","QoGStdTSjan24",1977,NA,NA,NA,42.446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,6,153,0,0,0,NA,-7,NA,0,0.133,1.366,0.097,0.088,0.045,0.334,0.027,NA,NA,NA,NA,NA,NA,NA,NA,"Bolivia"
"111","Bolivia (Plurinational State of)","Bolivia 1978","QoGStdTSjan24",1978,NA,NA,NA,43.442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.62,NA,0,0,0,0,154,0,0,0,NA,-4,1,0,0.147,1.366,0.097,0.109,0.051,0.337,0.031,NA,NA,NA,NA,NA,0,NA,NA,"Bolivia"
"112","Bolivia (Plurinational State of)","Bolivia 1979","QoGStdTSjan24",1979,NA,NA,NA,44.443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.5,NA,0,0,0,1,1,1,0,1,3,-4,1,1,0.18,1.366,0.124,0.143,0.104,0.373,0.06,NA,3.5,3.5,3.5,NA,0,NA,NA,"Bolivia"
"113","Bolivia (Plurinational State of)","Bolivia 1980","QoGStdTSjan24",1980,NA,NA,NA,45.451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.32,40,0,0,0,0,1,0,1,-1,3,-7,1,0,0.211,1.123,0.124,0.127,0.084,0.363,0.073,NA,4.35,4.35,4.35,NA,1,NA,NA,"Bolivia"
"114","Bolivia (Plurinational State of)","Bolivia 1981","QoGStdTSjan24",1981,NA,NA,NA,46.459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,0,NA,1,2,0,1,0,3,-7,NA,0,0.147,1.123,0.124,0.099,0.067,0.363,0.084,NA,4.35,4.35,4.35,NA,NA,NA,NA,"Bolivia"
"115","Bolivia (Plurinational State of)","Bolivia 1982","QoGStdTSjan24",1982,NA,NA,NA,47.472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,0,NA,0,1,1,1,1,3,7,NA,1,0.215,1.341,0.214,0.204,0.347,0.459,0.366,NA,4.35,4.35,4.35,NA,NA,NA,NA,"Bolivia"
"116","Bolivia (Plurinational State of)","Bolivia 1983","QoGStdTSjan24",1983,NA,NA,NA,48.486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,0,NA,0,2,1,1,0,3,7,NA,1,0.344,2.938,0.253,0.323,0.488,0.549,0.654,NA,4.35,4.35,4.35,NA,NA,NA,1,"Bolivia"
"117","Bolivia (Plurinational State of)","Bolivia 1984","QoGStdTSjan24",1984,NA,NA,NA,49.504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,0,NA,0,3,1,1,0,3,7,NA,1,0.349,2.938,0.253,0.327,0.537,0.54,0.654,NA,4.35,4.35,4.35,NA,NA,NA,1,"Bolivia"
"118","Bolivia (Plurinational State of)","Bolivia 1985","QoGStdTSjan24",1985,NA,NA,NA,50.519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.97,61,0,0,0,0,4,1,1,0,3,9,1,1,0.515,2.938,0.34,0.469,0.606,0.547,0.669,NA,4.53,4.585,4.53,NA,0,NA,1,"Bolivia"
"119","Bolivia (Plurinational State of)","Bolivia 1986","QoGStdTSjan24",1986,NA,NA,NA,51.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,0,NA,1,5,1,1,0,3,9,NA,1,0.712,2.938,0.289,0.631,0.606,0.547,0.72,NA,4.53,4.585,4.53,NA,NA,NA,1,"Bolivia"
"120","Bolivia (Plurinational State of)","Bolivia 1987","QoGStdTSjan24",1987,NA,NA,NA,52.549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,0,NA,2,6,1,1,0,3,9,NA,1,0.721,2.938,0.389,0.642,0.606,0.547,0.745,NA,4.53,4.585,4.53,NA,NA,NA,1,"Bolivia"
"121","Bolivia (Plurinational State of)","Bolivia 1988","QoGStdTSjan24",1988,NA,NA,NA,53.563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,0,NA,3,7,1,1,0,3,9,NA,1,0.725,2.938,0.394,0.643,0.606,0.543,0.745,NA,4.53,4.585,4.53,NA,NA,NA,1,"Bolivia"
"122","Bolivia (Plurinational State of)","Bolivia 1989","QoGStdTSjan24",1989,NA,NA,NA,54.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.16,62,0,0,0,4,8,1,1,0,3,9,1,1,0.737,2.938,0.394,0.654,0.606,0.543,0.745,NA,5.01,5.01,5,NA,0,NA,1,"Bolivia"
"123","Bolivia (Plurinational State of)","Bolivia 1990","QoGStdTSjan24",1990,NA,NA,0.55000001,55.577,NA,NA,57.19371,NA,4437.86683057006,0,NA,NA,NA,NA,NA,NA,66,NA,0,NA,5,9,1,1,0,3,9,NA,1,0.736,2.938,0.418,0.656,0.606,0.565,0.745,NA,5.01,5.01,5,NA,NA,NA,1,"Bolivia"
"124","Bolivia (Plurinational State of)","Bolivia 1991","QoGStdTSjan24",1991,NA,NA,0.56,56.579,NA,NA,57.444717,NA,4575.70675070753,0,NA,NA,NA,NA,NA,NA,65,NA,0,NA,6,10,1,1,0,3,9,NA,1,0.783,2.938,0.417,0.696,0.614,0.565,0.745,NA,5.01,5.01,5,NA,NA,NA,1,"Bolivia"
"125","Bolivia (Plurinational State of)","Bolivia 1992","QoGStdTSjan24",1992,NA,79.9917678833008,0.56800002,57.541,NA,NA,57.705349,NA,4556.99345438866,0,NA,NA,NA,NA,NA,NA,65,NA,0,NA,7,11,1,1,0,3,9,NA,1,0.798,2.938,0.417,0.71,0.614,0.56,0.745,NA,5.01,5.01,5,NA,NA,NA,1,"Bolivia"
"126","Bolivia (Plurinational State of)","Bolivia 1993","QoGStdTSjan24",1993,NA,NA,0.57800001,58.079,NA,NA,57.996796,NA,4657.03039924217,0,NA,NA,NA,NA,NA,72.16,65,0,0,0,8,12,1,1,0,3,9,1,1,0.81,2.938,0.42,0.72,0.614,0.56,0.834,NA,4.66,4.665,4.66,NA,0,NA,1,"Bolivia"
"127","Bolivia (Plurinational State of)","Bolivia 1994","QoGStdTSjan24",1994,NA,NA,0.58700001,58.615,NA,NA,58.398426,NA,4779.83922848367,0,NA,NA,NA,NA,NA,NA,65,NA,0,NA,9,13,1,1,0,3,9,NA,1,0.827,2.938,0.481,0.736,0.615,0.588,0.884,NA,4.66,4.665,4.66,NA,NA,NA,1,"Bolivia"
"128","Bolivia (Plurinational State of)","Bolivia 1995","QoGStdTSjan24",1995,NA,NA,0.59799999,59.15,NA,NA,58.685329,NA,4909.17825869248,0.066807568,NA,NA,NA,NA,NA,NA,65,NA,0,NA,10,14,1,1,0,3,9,NA,1,0.839,2.938,0.511,0.746,0.615,0.603,0.876,NA,4.66,4.665,4.66,NA,NA,NA,1,"Bolivia"
"129","Bolivia (Plurinational State of)","Bolivia 1996","QoGStdTSjan24",1996,NA,NA,0.60900003,59.682,NA,NA,59.04665,NA,5028.44409808129,0.196081174,NA,NA,NA,NA,NA,NA,64,NA,0,NA,11,15,1,1,0,3,9,NA,1,0.839,2.938,0.511,0.746,0.615,0.602,0.876,NA,4.66,4.665,4.66,NA,NA,NA,1,"Bolivia"
"130","Bolivia (Plurinational State of)","Bolivia 1997","QoGStdTSjan24",1997,NA,NA,0.62,60.212,NA,NA,59.281593,NA,5181.41650362561,0.447839036,NA,NA,NA,NA,NA,71.36,67,0,0,0,12,16,1,1,0,3,9,1,1,0.84,2.938,0.511,0.746,0.659,0.602,0.876,NA,5.92,5.92,5.92,NA,0,NA,6,"Bolivia"
"131","Bolivia (Plurinational State of)","Bolivia 1998","QoGStdTSjan24",1998,NA,NA,0.63200003,60.739,NA,NA,59.608273,NA,5343.95741229026,0.626484062,NA,NA,NA,NA,NA,NA,65,NA,0,NA,13,17,1,1,0,3,9,NA,1,0.839,2.938,0.511,0.747,0.659,0.594,0.797,NA,5.92,5.92,5.92,NA,NA,NA,6,"Bolivia"
"132","Bolivia (Plurinational State of)","Bolivia 1999","QoGStdTSjan24",1999,NA,NA,0.63099998,61.264,NA,NA,59.950909,NA,5270.02754322962,0.981815187,NA,NA,NA,NA,NA,NA,68,NA,0,NA,14,18,1,1,0,3,9,NA,1,0.845,2.938,0.511,0.751,0.661,0.589,0.797,NA,5.92,5.92,5.92,NA,NA,NA,6,"Bolivia"
"133","Bolivia (Plurinational State of)","Bolivia 2000","QoGStdTSjan24",2000,NA,NA,0.63200003,61.787,NA,NA,60.294338,66,5305.61926053567,1.442763585,NA,NA,NA,NA,NA,NA,68,NA,0,NA,15,19,1,1,0,3,9,NA,1,0.845,2.938,0.525,0.751,0.658,0.626,0.765,NA,5.92,5.92,5.92,NA,NA,NA,6,"Bolivia"
"134","Bolivia (Plurinational State of)","Bolivia 2001","QoGStdTSjan24",2001,NA,86.7236709594727,0.63200003,62.306,NA,NA,60.743065,NA,5300.31433934189,2.120462534,NA,NA,NA,NA,NA,NA,69,NA,0,NA,16,20,1,1,0,3,9,NA,1,0.84,2.938,0.525,0.748,0.658,0.632,0.765,NA,5.92,5.92,5.92,NA,NA,NA,6,"Bolivia"
"135","Bolivia (Plurinational State of)","Bolivia 2002","QoGStdTSjan24",2002,0.80000001,NA,0.63,62.783,NA,NA,61.034008,NA,5337.76585299394,3.117192947,0.054559998,NA,NA,NA,NA,72.06,68,0,0,0,17,21,1,1,0,3,9,1,1,0.822,2.938,0.531,0.732,0.658,0.588,0.807,NA,5.77,5.77,5.7,NA,0,NA,10,"Bolivia"
"136","Bolivia (Plurinational State of)","Bolivia 2003","QoGStdTSjan24",2003,0.85000002,NA,0.62699997,63.248,NA,NA,61.389973,NA,5387.58177415191,3.508596401,0.054200001,NA,NA,NA,NA,NA,61,NA,0,NA,18,22,1,1,0,3,8,NA,1,0.822,2.938,0.538,0.731,0.688,0.592,0.835,NA,5.77,5.77,5.7,NA,NA,NA,10,"Bolivia"
"137","Bolivia (Plurinational State of)","Bolivia 2004","QoGStdTSjan24",2004,0.86000001,NA,0.62599999,63.711,NA,NA,61.752258,NA,5515.65581948199,4.439924601,0.056779999,NA,NA,NA,NA,NA,62,NA,0,NA,19,23,1,1,0,3,8,NA,1,0.829,2.938,0.621,0.762,0.678,0.592,0.889,NA,5.77,5.77,5.7,NA,NA,NA,10,"Bolivia"
"138","Bolivia (Plurinational State of)","Bolivia 2005","QoGStdTSjan24",2005,NA,NA,0.63499999,64.17,NA,NA,62.030605,NA,5660.57481952264,5.227583957,NA,NA,NA,NA,8,84.51,62,0,0,0,20,24,1,1,0,3,8,1,1,0.824,2.938,0.646,0.754,0.672,0.557,0.839,NA,2.62,2.62,2.6,NA,1,6,10,"Bolivia"
"139","Bolivia (Plurinational State of)","Bolivia 2006","QoGStdTSjan24",2006,NA,NA,0.63800001,64.628,NA,NA,62.261009,NA,5829.3713331054,6.200671255,NA,NA,NA,NA,NA,NA,60,0,0,0,21,25,1,1,0,3,8,NA,1,0.818,2.938,0.739,0.732,0.576,0.626,0.772,NA,2.62,2.62,2.6,NA,0,NA,NA,"Bolivia"
"140","Bolivia (Plurinational State of)","Bolivia 2007","QoGStdTSjan24",2007,0.86489999,90.7434692382812,0.64499998,65.082,NA,NA,62.41066,NA,5989.68992705155,10.49924432,0.072460003,NA,NA,NA,7,NA,60,NA,0,NA,22,26,1,1,0,3,8,NA,1,0.813,2.938,0.746,0.727,0.574,0.62,0.772,NA,2.62,2.62,2.6,NA,NA,6,NA,"Bolivia"
"141","Bolivia (Plurinational State of)","Bolivia 2008","QoGStdTSjan24",2008,NA,90.698112487793,0.65200001,65.535,NA,NA,62.549606,NA,6248.93395762807,12.5,NA,NA,NA,NA,NA,NA,58,0,0,0,23,27,1,1,0,3,8,NA,1,0.812,2.938,0.746,0.725,0.573,0.62,0.775,NA,2.62,2.62,2.6,NA,0,NA,NA,"Bolivia"
"142","Bolivia (Plurinational State of)","Bolivia 2009","QoGStdTSjan24",2009,0.89139998,91.1678314208984,0.65799999,65.984,NA,NA,62.716808,NA,6349.00791388597,16.8,0.091480002,NA,NA,NA,7,94.55,54,0,0,0,24,28,1,1,0,3,7,1,NA,0.803,2.938,0.785,0.718,0.546,0.634,0.76,NA,2.06,2.06,2.09,NA,0,7,NA,"Bolivia"
"143","Bolivia (Plurinational State of)","Bolivia 2010","QoGStdTSjan24",2010,NA,NA,0.662,66.43,NA,NA,62.830055,70.3,6499.81815758581,22.4,NA,NA,NA,NA,NA,NA,54,NA,0,NA,25,29,1,1,0,3,7,NA,NA,0.79,2.873,0.802,0.692,0.522,0.642,0.747,NA,2.06,2.06,2.09,NA,NA,NA,NA,"Bolivia"
"144","Bolivia (Plurinational State of)","Bolivia 2011","QoGStdTSjan24",2011,0.80715001,92.2261505126953,0.66799998,66.874,NA,NA,62.922241,NA,6724.30067260437,30,0.17862,NA,NA,NA,7,NA,NA,NA,0,NA,26,30,1,1,0,3,7,NA,NA,0.783,2.873,0.794,0.687,0.522,0.642,0.747,NA,2.06,2.06,2.09,NA,NA,6,NA,"Bolivia"
"145","Bolivia (Plurinational State of)","Bolivia 2012","QoGStdTSjan24",2012,NA,94.4605712890625,0.67400002,67.315,NA,NA,63.033527,NA,6952.73837566093,35.34,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,27,31,1,1,0,3,7,NA,NA,0.779,2.873,0.781,0.681,0.515,0.636,0.747,NA,2.06,2.06,2.09,NA,NA,NA,NA,"Bolivia"
"146","Bolivia (Plurinational State of)","Bolivia 2013","QoGStdTSjan24",2013,0.74239999,NA,0.68199998,67.699,NA,NA,63.109077,NA,7305.22798770529,36.99,0.23242,NA,NA,NA,8,NA,NA,NA,0,NA,28,32,1,1,0,3,7,NA,NA,0.767,2.873,0.77,0.666,0.538,0.65,0.738,NA,2.06,2.06,2.09,NA,NA,6,NA,"Bolivia"
"147","Bolivia (Plurinational State of)","Bolivia 2014","QoGStdTSjan24",2014,NA,NA,0.68400002,68.047,NA,NA,63.205502,NA,7581.59842759216,34.6,NA,NA,NA,NA,NA,91.86,NA,0,1,0,29,33,1,1,0,3,7,1,NA,0.759,2.873,0.753,0.651,0.538,0.646,0.738,NA,2.238603,2.238603,2.231427,NA,0,NA,NA,"Bolivia"
"148","Bolivia (Plurinational State of)","Bolivia 2015","QoGStdTSjan24",2015,0.70038003,92.455078125,0.69,68.393,NA,NA,63.320946,71.5,7825.76674838841,37.49,0.25321999,NA,NA,NA,8,NA,NA,NA,0,NA,30,34,1,1,0,3,7,NA,NA,0.727,2.873,0.725,0.618,0.536,0.638,0.713,NA,2.238603,2.238603,2.231427,NA,NA,5,NA,"Bolivia"
"149","Bolivia (Plurinational State of)","Bolivia 2016","QoGStdTSjan24",2016,NA,NA,0.70099998,68.738,NA,NA,63.425957,NA,8034.17272467539,39.6975146,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31,35,1,1,0,3,7,NA,NA,0.733,2.873,0.708,0.627,0.53,0.628,0.682,NA,2.238603,2.238603,2.231427,NA,NA,NA,NA,"Bolivia"
"150","Bolivia (Plurinational State of)","Bolivia 2017","QoGStdTSjan24",2017,0.7148,NA,0.708,69.08,1.971,2.0737538,63.513325,NA,8244.93344575115,43.83227607,0.31479999,NA,2.1502719,2.1829746,8,NA,NA,NA,0,NA,32,36,1,1,0,NA,7,NA,NA,0.732,2.873,0.708,0.622,0.52,0.626,0.647,NA,NA,NA,NA,1.600686,NA,5,NA,"Bolivia"
