"","cat_pais","ncat_eleccion","ncat_ronda","dico_debates_eleccion","eng_cat_pais","gdpxcapita","source_gdp","gdpxcapita2","source_gdpxcapita2","urbanpop","source_urbanpop","undphdi","source_undphdi","runoff","concelec","source_runoff","source_concelec","compulsoryvoting","source_compulsoryvoting","polar","source_polar","edadregimenppolity","source_edadregimenppolity","edadregimenbmr","source_edadregimenbmr","edadregimenmainw","source_edadregimenmainw","edadregimenfilled","source_edadregimenfilled","democraciappolity","source_democraciappolity","democraciavdemelectoralcomp","source_democraciavdemelectoralcomp","democraciavdempolyarchy","source_vdem_polyarchy","mediaqualitycorruptvdem","source_mediaqualitycorruptvdem","mediaqualityconftvwvs","source_mediaqualityconftvwvs","mediaqualitybiasnelda","source_mediaqualitybiasnelda","mediaqualityfreedombti","source_mediaqualityfreedombti","turnout","source_turnout"
"188","Panama",2019,1,1,"Panama",15166.8809024504,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",68.059,"Base Qof wdi_popurb",0.81699997,"Base Qof undp_hdi",NA,NA,NA,NA,1,"Base Qof ideavt_prescv",NA,NA,NA,NA,29,"Base Qof bmr_demdur",NA,"Mainwaring & Su (2021) - age_demo",29,"29",9,"Proyectado. Último valor disponible base Qof p_polity2",0.837,"Base Qof vdem_edcomp_thick",0.734,"Base Qof vdem_polyarchy",2.908,"Base Qof vdem_mecorrpt",NA,NA,0,"Base Qof nelda_mbbe",7,"Base Qof bti_foe",73.01,"Base Qof ideavt_presvt"
"189","Paraguay",1989,1,0,"Paraguay",3982.3478462914,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",47.949,"Base Qof wdi_popurb",0.59500003,"Proyectado. Último valor disponible base Qof undp_hdi",NA,NA,NA,NA,1,"Base Qof ideavt_prescv",NA,NA,0,"Base Qof p_durable",179,"Base Qof bmr_demdur",NA,"Mainwaring & Su (2021) - age_demo",NA,"Dato perdido a propósito. Elección considerada híbrida por bmr_demdur",2,"Base Qof p_polity2",0.326,"Base Qof vdem_edcomp_thick",0.193,"Base Qof vdem_polyarchy",0.947,"Base Qof vdem_mecorrpt",NA,NA,0,"Base Qof nelda_mbbe",NA,NA,54.03,"Base Qof ideavt_presvt"
"190","Paraguay",1993,1,1,"Paraguay",4125.55610477113,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",2634,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",50.844,"Base Qof wdi_popurb",0.61199999,"Base Qof undp_hdi",0,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",3.76542472839355,"Mainwaring & Su (2021) - runoff",1,"Base Qof p_durable",183,"Base Qof bmr_demdur",4,"Mainwaring & Su (2021) - age_demo",NA,"Dato perdido a propósito. Elección considerada híbrida por bmr_demdur",7,"Base Qof p_polity2",0.631,"Base Qof vdem_edcomp_thick",0.518,"Base Qof vdem_polyarchy",1.775,"Base Qof vdem_mecorrpt",NA,NA,3,"Base Qof nelda_mbbe",NA,NA,NA,NA
"191","Paraguay",1998,1,1,"Paraguay",4381.16743904765,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",2736.96997070312,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",54.054,"Base Qof wdi_popurb",0.64399999,"Base Qof undp_hdi",0,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",2.64100003242493,"Mainwaring & Su (2021) - runoff",6,"Base Qof p_durable",188,"Base Qof bmr_demdur",9,"Mainwaring & Su (2021) - age_demo",NA,"Dato perdido a propósito. Elección considerada híbrida por bmr_demdur",6,"Base Qof p_polity2",0.656,"Base Qof vdem_edcomp_thick",0.541,"Base Qof vdem_polyarchy",1.775,"Base Qof vdem_mecorrpt",NA,NA,3,"Base Qof nelda_mbbe",NA,NA,80.54,"Base Qof ideavt_presvt"
"192","Paraguay",2003,1,1,"Paraguay",4015.50074922072,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",2911.6298828125,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",56.977,"Base Qof wdi_popurb",0.65499997,"Base Qof undp_hdi",0,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",3.02900004386902,"Mainwaring & Su (2021) - runoff",11,"Base Qof p_durable",1,"Base Qof bmr_demdur",14,"Mainwaring & Su (2021) - age_demo",1,"1",8,"Base Qof p_polity2",0.695,"Base Qof vdem_edcomp_thick",0.573,"Base Qof vdem_polyarchy",1.775,"Base Qof vdem_mecorrpt",NA,NA,0,"Base Qof nelda_mbbe",NA,NA,64.2,"Base Qof ideavt_presvt"
"193","Paraguay",2008,1,1,"Paraguay",4761.87961160166,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",2633.23999023438,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",58.612,"Base Qof wdi_popurb",0.67900002,"Base Qof undp_hdi",0,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",5.39900016784668,"Mainwaring & Su (2021) - runoff",16,"Base Qof p_durable",6,"Base Qof bmr_demdur",19,"Mainwaring & Su (2021) - age_demo",6,"6",8,"Base Qof p_polity2",0.708,"Base Qof vdem_edcomp_thick",0.625,"Base Qof vdem_polyarchy",1.775,"Base Qof vdem_mecorrpt",NA,NA,0,"Base Qof nelda_mbbe",7,"Proyectado. Último valor disponible base Qof bti_foe",60.34,"Base Qof ideavt_presvt"
"194","Paraguay",2013,1,1,"Paraguay",5561.54847943636,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",3049.8701171875,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",60.197,"Base Qof wdi_popurb",0.71499997,"Base Qof undp_hdi",0,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",4.24599981307983,"Mainwaring & Su (2021) - runoff",21,"Base Qof p_durable",11,"Base Qof bmr_demdur",24,"Mainwaring & Su (2021) - age_demo",11,"11",9,"Base Qof p_polity2",0.707,"Base Qof vdem_edcomp_thick",0.592,"Base Qof vdem_polyarchy",1.871,"Base Qof vdem_mecorrpt",NA,NA,1,"Base Qof nelda_mbbe",6,"Base Qof bti_foe",68.02,"Base Qof ideavt_presvt"
"195","Paraguay",2018,1,1,"Paraguay",6338.51367820775,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",4731.85986328125,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",61.585,"Base Qof wdi_popurb",0.727,"Base Qof undp_hdi",0,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",0.699999988079071,"Mainwaring & Su (2021) - runoff",26,"Base Qof p_durable",16,"Base Qof bmr_demdur",29,"Mainwaring & Su (2021) - age_demo",16,"16",9,"Base Qof p_polity2",0.687,"Base Qof vdem_edcomp_thick",0.585,"Base Qof vdem_polyarchy",1.871,"Base Qof vdem_mecorrpt",NA,NA,0,"Base Qof nelda_mbbe",6,"Proyectado. Último valor disponible base Qof bti_foe",61.25,"Base Qof ideavt_presvt"
"196","Paraguay",2023,1,1,"Paraguay",6415.42928466562,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",62.818,"Proyectado. Último valor disponible base Qof wdi_popurb",0.71700001,"Proyectado. Último valor disponible base Qof undp_hdi",NA,NA,NA,NA,1,"Base Qof ideavt_prescv",NA,NA,NA,NA,NA,NA,NA,"Mainwaring & Su (2021) - age_demo",21,"21",9,"Proyectado. Último valor disponible base Qof p_polity2",0.681,"Proyectado. Último valor disponible base Qof vdem_edcomp_thick",0.581,"Proyectado. Último valor disponible base Qof vdem_polyarchy",1.871,"Proyectado. Último valor disponible base Qof vdem_mecorrpt",NA,NA,0,"Proyectado. Último valor disponible base Qof nelda_mbbe",6,"Proyectado. Último valor disponible base Qof bti_foe",63.29,"Base Qof ideavt_presvt"
"197","Peru",1980,1,0,"Peru",3768.89814235543,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",64.574,"Base Qof wdi_popurb",NA,NA,NA,NA,NA,NA,1,"Base Qof ideavt_prescv",NA,NA,0,"Base Qof p_durable",1,"Base Qof bmr_demdur",NA,"Mainwaring & Su (2021) - age_demo",1,"1",7,"Base Qof p_polity2",0.461,"Base Qof vdem_edcomp_thick",0.446,"Base Qof vdem_polyarchy",1.783,"Base Qof vdem_mecorrpt",NA,NA,NA,NA,NA,NA,81.83,"Base Qof ideavt_presvt"
"198","Peru",1985,1,0,"Peru",3331.14374103923,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",3727.84008789062,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",66.864,"Base Qof wdi_popurb",NA,NA,1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",3.86299991607666,"Mainwaring & Su (2021) - runoff",5,"Base Qof p_durable",6,"Base Qof bmr_demdur",5,"Mainwaring & Su (2021) - age_demo",6,"6",7,"Base Qof p_polity2",0.735,"Base Qof vdem_edcomp_thick",0.669,"Base Qof vdem_polyarchy",1.783,"Base Qof vdem_mecorrpt",NA,NA,0,"Base Qof nelda_mbbe",NA,NA,91.15,"Base Qof ideavt_presvt"
"199","Peru",1990,1,0,"Peru",2695.37350423999,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",3303.48999023438,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",68.901,"Base Qof wdi_popurb",0.62099999,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",3.58800005912781,"Mainwaring & Su (2021) - runoff",10,"Base Qof p_durable",1,"Base Qof bmr_demdur",10,"Mainwaring & Su (2021) - age_demo",1,"1",8,"Base Qof p_polity2",0.724,"Base Qof vdem_edcomp_thick",0.616,"Base Qof vdem_polyarchy",1.651,"Base Qof vdem_mecorrpt",NA,NA,3,"Base Qof nelda_mbbe",NA,NA,79.66,"Base Qof ideavt_presvt"
"200","Peru",1990,2,1,"Peru",2695.37350423999,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",3303.48999023438,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",68.901,"Base Qof wdi_popurb",0.62099999,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",3.58800005912781,"Mainwaring & Su (2021) - runoff",10,"Base Qof p_durable",1,"Base Qof bmr_demdur",10,"Mainwaring & Su (2021) - age_demo",1,"1",8,"Base Qof p_polity2",0.724,"Base Qof vdem_edcomp_thick",0.616,"Base Qof vdem_polyarchy",1.651,"Base Qof vdem_mecorrpt",NA,NA,3,"Base Qof nelda_mbbe",NA,NA,79.66,"Base Qof ideavt_presvt"
"201","Peru",1995,1,0,"Peru",3146.04513748962,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",2679.92993164062,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",70.951,"Base Qof wdi_popurb",0.64700001,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",4.18499994277954,"Mainwaring & Su (2021) - runoff",2,"Base Qof p_durable",6,"Base Qof bmr_demdur",15,"Mainwaring & Su (2021) - age_demo",6,"6",-1,"Base Qof p_polity2",0.267,"Base Qof vdem_edcomp_thick",0.246,"Base Qof vdem_polyarchy",1.351,"Base Qof vdem_mecorrpt",2.3408697,"Proyectado. Último valor disponible base Qof wvs_conftv",3,"Base Qof nelda_mbbe",NA,NA,72.96,"Base Qof ideavt_presvt"
"202","Peru",2000,1,0,"Peru",3279.35542986708,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",73.042,"Base Qof wdi_popurb",0.676,"Base Qof undp_hdi",NA,NA,NA,NA,1,"Base Qof ideavt_prescv",NA,NA,0,"Base Qof p_durable",11,"Base Qof bmr_demdur",NA,"Mainwaring & Su (2021) - age_demo",11,"11",4,"Base Qof p_polity2",0.513,"Base Qof vdem_edcomp_thick",0.432,"Base Qof vdem_polyarchy",2.464,"Base Qof vdem_mecorrpt",2.3408697,"Proyectado. Último valor disponible base Qof wvs_conftv",1,"Base Qof nelda_mbbe",NA,NA,82.58,"Base Qof ideavt_presvt"
"203","Peru",2000,2,0,"Peru",3279.35542986708,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",73.042,"Base Qof wdi_popurb",0.676,"Base Qof undp_hdi",NA,NA,NA,NA,1,"Base Qof ideavt_prescv",NA,NA,0,"Base Qof p_durable",11,"Base Qof bmr_demdur",NA,"Mainwaring & Su (2021) - age_demo",11,"11",4,"Base Qof p_polity2",0.513,"Base Qof vdem_edcomp_thick",0.432,"Base Qof vdem_polyarchy",2.464,"Base Qof vdem_mecorrpt",2.3408697,"Proyectado. Último valor disponible base Qof wvs_conftv",1,"Base Qof nelda_mbbe",NA,NA,82.58,"Base Qof ideavt_presvt"
"204","Peru",2001,1,0,"Peru",3255.59027835568,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",3310.78002929688,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",73.448,"Base Qof wdi_popurb",0.68400002,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",1.85300004482269,"Mainwaring & Su (2021) - runoff",0,"Base Qof p_durable",1,"Base Qof bmr_demdur",21,"Mainwaring & Su (2021) - age_demo",1,"1",9,"Base Qof p_polity2",0.766,"Base Qof vdem_edcomp_thick",0.736,"Base Qof vdem_polyarchy",3.537,"Base Qof vdem_mecorrpt",2.2079141,"Base Qof wvs_conftv",3,"Base Qof nelda_mbbe",NA,NA,81.37,"Base Qof ideavt_presvt"
"205","Peru",2001,2,1,"Peru",3255.59027835568,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",3310.78002929688,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",73.448,"Base Qof wdi_popurb",0.68400002,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",1.85300004482269,"Mainwaring & Su (2021) - runoff",0,"Base Qof p_durable",1,"Base Qof bmr_demdur",21,"Mainwaring & Su (2021) - age_demo",1,"1",9,"Base Qof p_polity2",0.766,"Base Qof vdem_edcomp_thick",0.736,"Base Qof vdem_polyarchy",3.537,"Base Qof vdem_mecorrpt",2.2079141,"Base Qof wvs_conftv",3,"Base Qof nelda_mbbe",NA,NA,81.37,"Base Qof ideavt_presvt"
"206","Peru",2006,1,0,"Peru",4083.20521094216,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",3287.2900390625,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",75.421,"Base Qof wdi_popurb",0.69099998,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",4.0770001411438,"Mainwaring & Su (2021) - runoff",5,"Base Qof p_durable",6,"Base Qof bmr_demdur",26,"Mainwaring & Su (2021) - age_demo",6,"6",9,"Base Qof p_polity2",0.84,"Base Qof vdem_edcomp_thick",0.796,"Base Qof vdem_polyarchy",3.549,"Base Qof vdem_mecorrpt",2.0205364,"Base Qof wvs_conftv",0,"Base Qof nelda_mbbe",8,"Proyectado. Último valor disponible base Qof bti_foe",87.71,"Base Qof ideavt_presvt"
"207","Peru",2006,2,1,"Peru",4083.20521094216,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",3287.2900390625,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",75.421,"Base Qof wdi_popurb",0.69099998,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",4.0770001411438,"Mainwaring & Su (2021) - runoff",5,"Base Qof p_durable",6,"Base Qof bmr_demdur",26,"Mainwaring & Su (2021) - age_demo",6,"6",9,"Base Qof p_polity2",0.84,"Base Qof vdem_edcomp_thick",0.796,"Base Qof vdem_polyarchy",3.549,"Base Qof vdem_mecorrpt",2.0205364,"Base Qof wvs_conftv",0,"Base Qof nelda_mbbe",8,"Proyectado. Último valor disponible base Qof bti_foe",87.71,"Base Qof ideavt_presvt"
"208","Peru",2011,1,1,"Peru",5421.33424796172,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",4069.78002929688,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",76.617,"Base Qof wdi_popurb",0.73199999,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",4.80999994277954,"Mainwaring & Su (2021) - runoff",10,"Base Qof p_durable",11,"Base Qof bmr_demdur",31,"Mainwaring & Su (2021) - age_demo",11,"11",9,"Base Qof p_polity2",0.85,"Base Qof vdem_edcomp_thick",0.807,"Base Qof vdem_polyarchy",3.549,"Base Qof vdem_mecorrpt",2.0205364,"Proyectado. Último valor disponible base Qof wvs_conftv",0,"Base Qof nelda_mbbe",8,"Base Qof bti_foe",82.54,"Base Qof ideavt_presvt"
"209","Peru",2011,2,1,"Peru",5421.33424796172,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",4069.78002929688,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",76.617,"Base Qof wdi_popurb",0.73199999,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",4.80999994277954,"Mainwaring & Su (2021) - runoff",10,"Base Qof p_durable",11,"Base Qof bmr_demdur",31,"Mainwaring & Su (2021) - age_demo",11,"11",9,"Base Qof p_polity2",0.85,"Base Qof vdem_edcomp_thick",0.807,"Base Qof vdem_polyarchy",3.549,"Base Qof vdem_mecorrpt",2.0205364,"Proyectado. Último valor disponible base Qof wvs_conftv",0,"Base Qof nelda_mbbe",8,"Base Qof bti_foe",82.54,"Base Qof ideavt_presvt"
"210","Peru",2016,1,1,"Peru",6337.5804925458,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",5270.9501953125,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",77.539,"Base Qof wdi_popurb",0.76499999,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",3.34999990463257,"Mainwaring & Su (2021) - runoff",15,"Base Qof p_durable",16,"Base Qof bmr_demdur",36,"Mainwaring & Su (2021) - age_demo",16,"16",9,"Base Qof p_polity2",0.821,"Base Qof vdem_edcomp_thick",0.783,"Base Qof vdem_polyarchy",3.294,"Base Qof vdem_mecorrpt",2.1818638,"Proyectado. Último valor disponible base Qof wvs_conftv",0,"Base Qof nelda_mbbe",8,"Proyectado. Último valor disponible base Qof bti_foe",80.09,"Base Qof ideavt_presvt"
"211","Peru",2016,2,1,"Peru",6337.5804925458,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",5270.9501953125,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",77.539,"Base Qof wdi_popurb",0.76499999,"Base Qof undp_hdi",1,1,"Mainwaring & Su (2021) - runoff","Mainwaring & Su (2021) - conc_elec",1,"Base Qof ideavt_prescv",3.34999990463257,"Mainwaring & Su (2021) - runoff",15,"Base Qof p_durable",16,"Base Qof bmr_demdur",36,"Mainwaring & Su (2021) - age_demo",16,"16",9,"Base Qof p_polity2",0.821,"Base Qof vdem_edcomp_thick",0.783,"Base Qof vdem_polyarchy",3.294,"Base Qof vdem_mecorrpt",2.1818638,"Proyectado. Último valor disponible base Qof wvs_conftv",0,"Base Qof nelda_mbbe",8,"Proyectado. Último valor disponible base Qof bti_foe",80.09,"Base Qof ideavt_presvt"
"212","Peru",2021,1,1,"Peru",6438.74995027929,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",78.5,"Base Qof wdi_popurb",0.76200002,"Base Qof undp_hdi",NA,NA,NA,NA,1,"Base Qof ideavt_prescv",NA,NA,NA,NA,NA,NA,NA,"Mainwaring & Su (2021) - age_demo",21,"21",9,"Proyectado. Último valor disponible base Qof p_polity2",0.847,"Base Qof vdem_edcomp_thick",0.771,"Base Qof vdem_polyarchy",3.25,"Base Qof vdem_mecorrpt",2.011569,"Proyectado. Último valor disponible base Qof wvs_conftv",0,"Proyectado. Último valor disponible base Qof nelda_mbbe",8,"Base Qof bti_foe",74.57,"Base Qof ideavt_presvt"
"213","Peru",2021,2,1,"Peru",6438.74995027929,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",78.5,"Base Qof wdi_popurb",0.76200002,"Base Qof undp_hdi",NA,NA,NA,NA,1,"Base Qof ideavt_prescv",NA,NA,NA,NA,NA,NA,NA,"Mainwaring & Su (2021) - age_demo",21,"21",9,"Proyectado. Último valor disponible base Qof p_polity2",0.847,"Base Qof vdem_edcomp_thick",0.771,"Base Qof vdem_polyarchy",3.25,"Base Qof vdem_mecorrpt",2.011569,"Proyectado. Último valor disponible base Qof wvs_conftv",0,"Proyectado. Último valor disponible base Qof nelda_mbbe",8,"Base Qof bti_foe",74.57,"Base Qof ideavt_presvt"
"214","Republica Dominicana",1978,1,0,"Dominican Republic",2548.74500221006,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",49.061,"Base Qof wdi_popurb",NA,NA,NA,NA,NA,NA,1,"Base Qof ideavt_prescv",NA,NA,0,"Base Qof p_durable",13,"Base Qof bmr_demdur",NA,NA,13,"13",5,"Base Qof p_polity2",0.437,"Base Qof vdem_edcomp_thick",0.361,"Base Qof vdem_polyarchy",1.44,"Base Qof vdem_mecorrpt",NA,NA,0,"Base Qof nelda_mbbe",NA,NA,72.5,"Base Qof ideavt_presvt"
"215","Republica Dominicana",1982,1,0,"Dominican Republic",2787.12007317352,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",53.05,"Base Qof wdi_popurb",NA,NA,NA,NA,NA,NA,1,"Base Qof ideavt_prescv",NA,NA,4,"Base Qof p_durable",17,"Base Qof bmr_demdur",NA,NA,17,"17",5,"Base Qof p_polity2",0.567,"Base Qof vdem_edcomp_thick",0.51,"Base Qof vdem_polyarchy",1.44,"Base Qof vdem_mecorrpt",NA,NA,0,"Base Qof nelda_mbbe",NA,NA,73.89,"Base Qof ideavt_presvt"
"216","Republica Dominicana",1986,1,0,"Dominican Republic",2745.56869801084,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",54.14,"Base Qof wdi_popurb",NA,NA,NA,NA,NA,NA,1,"Base Qof ideavt_prescv",NA,NA,8,"Base Qof p_durable",21,"Base Qof bmr_demdur",NA,NA,21,"21",5,"Base Qof p_polity2",0.597,"Base Qof vdem_edcomp_thick",0.531,"Base Qof vdem_polyarchy",1.44,"Base Qof vdem_mecorrpt",NA,NA,0,"Base Qof nelda_mbbe",NA,NA,69.49,"Base Qof ideavt_presvt"
"217","Republica Dominicana",1990,1,0,"Dominican Republic",2802.82147927053,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",55.226,"Base Qof wdi_popurb",0.57700002,"Base Qof undp_hdi",NA,NA,NA,NA,1,"Base Qof ideavt_prescv",NA,NA,12,"Base Qof p_durable",25,"Base Qof bmr_demdur",NA,NA,25,"25",5,"Base Qof p_polity2",0.512,"Base Qof vdem_edcomp_thick",0.457,"Base Qof vdem_polyarchy",1.44,"Base Qof vdem_mecorrpt",NA,NA,3,"Base Qof nelda_mbbe",NA,NA,59.79,"Base Qof ideavt_presvt"
"218","Republica Dominicana",1994,1,0,"Dominican Republic",3199.35919031071,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",56.752,"Base Qof wdi_popurb",0.60699999,"Base Qof undp_hdi",NA,NA,NA,NA,NA,NA,NA,NA,16,"Base Qof p_durable",29,"Base Qof bmr_demdur",NA,NA,29,"29",5,"Base Qof p_polity2",0.483,"Base Qof vdem_edcomp_thick",0.426,"Base Qof vdem_polyarchy",1.44,"Base Qof vdem_mecorrpt",NA,NA,0,"Base Qof nelda_mbbe",NA,NA,NA,NA
"219","Republica Dominicana",1996,1,0,"Dominican Republic",3454.40869834502,"WDI Indicators - GDP per capita (constant 2015 US$) - NY.GDP.PCAP.KD",NA,"Mainwaring & Su (2021) - WDI Indicators - GDP per capita (constant 2010 US$)",58.441,"Base Qof wdi_popurb",0.62,"Base Qof undp_hdi",NA,NA,NA,NA,1,"Base Qof ideavt_prescv",NA,NA,0,"Base Qof p_durable",31,"Base Qof bmr_demdur",NA,NA,31,"31",8,"Base Qof p_polity2",0.616,"Base Qof vdem_edcomp_thick",0.542,"Base Qof vdem_polyarchy",1.44,"Base Qof vdem_mecorrpt",2.3944724,"Base Qof wvs_conftv",0,"Base Qof nelda_mbbe",NA,NA,76.56,"Base Qof ideavt_presvt"
