"","cat_pais","ncat_eleccion","ncat_ronda","dico_debates_eleccion","eng_cat_pais","candidate_name","vote_share","party_name","status","compilador_vote_share","source_url_vote_share","source_str_vote_share"
"680","Uruguay",1994,1,1,"Uruguay",NA,"31,21","NA - Blanco","Incumbente",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231072","Freidenberg (2024)"
"681","Uruguay",1999,1,0,"Uruguay",NA,"40,11","NA - Encuentro Progresista",NA,NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231073","Freidenberg (2024)"
"682","Uruguay",1999,1,0,"Uruguay",NA,"32,78","NA - Colorado","Incumbente",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231074","Freidenberg (2024)"
"683","Uruguay",1999,2,0,"Uruguay","Jorge Batlle","54,13","Partido Colorado - NA","Incumbent",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231075","Freidenberg (2024)"
"684","Uruguay",1999,2,0,"Uruguay",NA,"45,87","NA - NA",NA,NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231076","Freidenberg (2024)"
"685","Uruguay",2004,1,0,"Uruguay","Tabaré Vázquez","51,68","Frente Amplio (Partido Socialista) - NA","Desafiante",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231077","Freidenberg (2024)"
"686","Uruguay",2004,1,0,"Uruguay",NA,"35,13","NA - NA",NA,NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231078","Freidenberg (2024)"
"687","Uruguay",2009,1,1,"Uruguay",NA,"47,96","NA - NA",NA,NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231079","Freidenberg (2024)"
"688","Uruguay",2009,1,1,"Uruguay",NA,"29,07","NA - NA",NA,NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231080","Freidenberg (2024)"
"689","Uruguay",2009,2,0,"Uruguay","José Mujica","54,63","Frente Amplio (Movimiento de Participación Popular) - NA","Incumbent",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231081","Freidenberg (2024)"
"690","Uruguay",2009,2,0,"Uruguay",NA,"45,37","NA - NA",NA,NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231082","Freidenberg (2024)"
"691","Uruguay",2014,1,1,"Uruguay","Tabaré Vázquez","47,81","Frente Amplio (Partido Socialista) - NA","Incumbent",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231083","Freidenberg (2024)"
"692","Uruguay",2014,1,1,"Uruguay",NA,"30,88","NA - NA",NA,NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231084","Freidenberg (2024)"
"693","Uruguay",2014,2,0,"Uruguay",NA,"56,5","NA - NA",NA,NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231085","Freidenberg (2024)"
"694","Uruguay",2014,2,0,"Uruguay",NA,"43,5","NA - NA",NA,NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231086","Freidenberg (2024)"
"695","Uruguay",2019,1,1,"Uruguay",NA,"39,01","NA - NA",NA,NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231087","Freidenberg (2024)"
"696","Uruguay",2019,1,1,"Uruguay",NA,"28,62","NA - NA",NA,NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231088","Freidenberg (2024)"
"697","Uruguay",2019,2,1,"Uruguay","Luis Alberto Lacalle Pou","50,79","Coalición Multicolor (Partido Nacional) - NA","Desafiante",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231089","Freidenberg (2024)"
"698","Uruguay",2019,2,1,"Uruguay",NA,"49,21","NA - NA",NA,NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231090","Freidenberg (2024)"
"699","Venezuela",1958,1,0,"Venezuela","Rómulo Betancourt","49,18","AD","","Carolina Franco","https://web.archive.org/web/20161114025014/http://www.cse.gob.ni/fri3/respres1.php","Archivo del CNE"
"700","Venezuela",1958,1,0,"Venezuela","Wolfgang Larrazabal","34,61","URD - PCV - MENI","","Carolina Franco","https://web.archive.org/web/20161114025014/http://www.cse.gob.ni/fri3/respres1.php","Archivo del CNE"
"701","Venezuela",1963,1,1,"Venezuela","Raúl Leoni","32,81","AD","Incumbente","Carolina Franco","https://web.archive.org/web/20161114025014/http://www.cse.gob.ni/fri3/respres1.php","Archivo del CNE"
"702","Venezuela",1963,1,1,"Venezuela","Rafael Caldera","20,19","COPEI","Desafiante","Carolina Franco","https://web.archive.org/web/20161114025014/http://www.cse.gob.ni/fri3/respres1.php","Archivo del CNE"
"703","Venezuela",1968,1,1,"Venezuela","Rafael Caldera","29,13","COPEI - MDI","Desafiante","Carolina Franco","https://web.archive.org/web/20161114025014/http://www.cse.gob.ni/fri3/respres1.php","Archivo del CNE"
"704","Venezuela",1968,1,1,"Venezuela","Gonzalo Barrios","28,24","AD - API - PRIVO - AIR - OPIR","Incumbente","Carolina Franco","https://web.archive.org/web/20161114025014/http://www.cse.gob.ni/fri3/respres1.php","Archivo del CNE"
"705","Venezuela",1973,1,0,"Venezuela","Carlos Andrés Pérez","48,7","AD - PRN - VTV","Desafiante","Carolina Franco","https://web.archive.org/web/20161114025014/http://www.cse.gob.ni/fri3/respres1.php","Archivo del CNE"
"706","Venezuela",1973,1,0,"Venezuela","Lorenzo Fernández","36,7","COPEI - FDP - IP - MPJ - VTV","Incumbente","Carolina Franco","https://web.archive.org/web/20161114025014/http://www.cse.gob.ni/fri3/respres1.php","Archivo del CNE"
"707","Venezuela",1978,1,0,"Venezuela","Luis Herrera Campins","46,64","COPEI - NA","-",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231091","Freidenberg (2024)"
"708","Venezuela",1978,1,0,"Venezuela",NA,"43,31","NA - NA",NA,NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231092","Freidenberg (2024)"
"709","Venezuela",1983,1,1,"Venezuela","Jaime Lusinchi","56,72","Acción Democrática (AD) - AD","Desafiante",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231093","Freidenberg (2024)"
"710","Venezuela",1983,1,1,"Venezuela",NA,"34,54","NA - COPEI","Incumbente",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231094","Freidenberg (2024)"
"711","Venezuela",1988,1,0,"Venezuela","Carlos Andrés Perez","52,89","Acción Democrática (AD) - AD","Incumbente",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231095","Freidenberg (2024)"
"712","Venezuela",1988,1,0,"Venezuela",NA,"40,4","NA - COPEI","Desafiante",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231096","Freidenberg (2024)"
"713","Venezuela",1993,1,0,"Venezuela","Rafael Caldera","30,46","Chiripero (Convergencia) - Converge","Desafiante",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231097","Freidenberg (2024)"
"714","Venezuela",1993,1,0,"Venezuela",NA,"23,6","NA - AD","Incumbente",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231098","Freidenberg (2024)"
"715","Venezuela",1998,1,1,"Venezuela","Hugo Chavez","56,2","Polo Patriótico (MVR) - MVR","Desafiante",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231099","Freidenberg (2024)"
"716","Venezuela",1998,1,1,"Venezuela",NA,"39,97","NA - Proyecto",NA,NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231100","Freidenberg (2024)"
"717","Venezuela",2000,1,0,"Venezuela","Hugo Chavez","59,76","Polo Patriótico (MVR) - MVR","Incumbente",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231101","Freidenberg (2024)"
"718","Venezuela",2000,1,0,"Venezuela",NA,"37,52","NA - ID",NA,NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231102","Freidenberg (2024)"
"719","Venezuela",2006,1,0,"Venezuela","Hugo Chavez","62,84","Polo Patriótico (MVR) - NA","Incumbent",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231103","Freidenberg (2024)"
"720","Venezuela",2006,1,0,"Venezuela",NA,"36,9","NA - NA",NA,NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231104","Freidenberg (2024)"
"721","Venezuela",2012,1,0,"Venezuela","Hugo Chavez","55,07","Gran Polo Patriótico (PSUV) - NA","Incumbent",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231105","Freidenberg (2024)"
"722","Venezuela",2012,1,0,"Venezuela",NA,"44,31","NA - NA",NA,NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231106","Freidenberg (2024)"
"723","Venezuela",2013,1,0,"Venezuela","Nicolás Maduro","50,61","PSUV - NA","Incumbent",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231107","Freidenberg (2024)"
"724","Venezuela",2013,1,0,"Venezuela",NA,"49,12","NA - NA",NA,NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231108","Freidenberg (2024)"
"725","Venezuela",2018,1,0,"Venezuela","Nicolás Maduro","67,84","PSUV - NA","Incumbent",NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231109","Freidenberg (2024)"
"726","Venezuela",2018,1,0,"Venezuela",NA,"20,93","NA - NA",NA,NA,"https://docs.google.com/spreadsheets/d/1dHGOkLPw5adHjyrGcbrwRQ3dSmeBgGb2/edit?gid=1202231021#gid=1202231110","Freidenberg (2024)"
